Type,Title,Price,Location,Beds,Baths,Area,Date
House,235sq yd Villas at Precinct-31 Close to Gallery and Mosque are Available FOR SALE,1.32 Crore,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,Added: 27 minutes ago
House,Brand New Bungalow 500 Yards For Sale In Dha Phase 8 Zone A,19.95 Crore,"DHA Phase 8 - Zone A, DHA Phase 8",7,7,500 Sq. Yd.,Added: 28 minutes ago
House,Beautiful Luxurious Bungalow For Sale 500 Square Yards In Phase 8 DHA Karachi,19.5 Crore,"DHA Phase 8, DHA Defence",7,7,500 Sq. Yd.,Added: 28 minutes ago
House,Brand New 500 Square Yards House For sale In DHA Phase 8 Karachi,24 Crore,"DHA Phase 8, DHA Defence",5,6,500 Sq. Yd.,Added: 28 minutes ago
House,Bungalow For Sale 300 Square Yards In DHA Phase 8 Ext Sahil Streets,12 Crore,"DHA Phase 8 Extension, DHA Phase 8",4,5,300 Sq. Yd.,Added: 29 minutes ago
House,600 Sq. Yds. Brand New Owner Built Super Luxurious Rear Bungalow For Sale At Prime Location Of KDA Scheme 1,18 Crore,"KDA Scheme 1, Karachi",5,6,600 Sq. Yd.,Added: 3 days ago
House,"Brand New 500 Yards Luxury Bungalow With Pool & Basement For Sale In DHA Phase 8, Karachi",22 Crore,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,Added: 3 days ago
House,Architect-Designed 100 Yards Brand New Bungalow for Sale DHA Phase 8 Karachi Khayaban e Abdali,5.2 Crore,"DHA Phase 8, DHA Defence",3,5,100 Sq. Yd.,Added: 3 days ago
House,"1000 Sq. Yds. Well-Maintained Super Luxurious Bungalow With Basement & Pool For Sale At Khayaban-E-Bukhari, DHA Phase 6",23 Crore,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",Added: 3 days ago
House,"Brand New 500 Yards Luxury Bungalow with Basement and Swimming Pool for Sale in DHA Phase 8, Karachi",20 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 3 days ago
House,"3Bed DDL 200sq yd Villa FOR SALE. All amenities nearby including Parks, Mosques and Gallery",1.65 Crore,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,Added: 20 hours ago
House,"Five-Star Experience 5 Bedrooms Fully Furnished With Turkish Decor 1000 Square Yard Luxury Villa With Swimming Pool, Designer Kitchen, Washroom And Elevation Ready To Move",15.5 Crore,"Bahria Town - Precinct 7, Bahria Town Karachi",5,5,"1,000 Sq. Yd.",Added: 20 hours ago
House,D Street Owner Build House Near Khaybany Hafiz 5 Year Old House Just Like Brand New House,8.75 Crore,"DHA Phase 5, DHA Defence",6,6,541 Sq. Yd.,Added: 20 hours ago
House,Beautiful House,3 Crore,"Scheme 33, Karachi",5,6,120 Sq. Yd.,Added: 20 hours ago
House,3 Bed Apartment Available For Sale West Open,3.3 Crore,"Askari 5, Malir Cantonment",3,3,249 Sq. Yd.,Added: 21 hours ago
House,Brand New Bungalow 500 Yards For Sale In Dha Phase 8 ZONE B,19 Crore,"DHA Phase 8 - Zone B, DHA Phase 8",5,6,500 Sq. Yd.,Added: 33 minutes ago
House,Brand New Bungalow 500 Yards For Sale In Dha Phase 8 Zone D,18.9 Crore,"DHA Phase 8 - Zone D, DHA Phase 8",6,7,500 Sq. Yd.,Added: 34 minutes ago
House,Direct Owner Meeting Well Maintained House,6.5 Crore,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",,6,240 Sq. Yd.,Added: 3 hours ago
House,Chance Deal West Open Maintained House,5.25 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",8,6,300 Sq. Yd.,Added: 3 hours ago
House,BRAND NEW  A + MATERIAL  PRIME LOCATION  PRIME SECTOR  TRANSFER BUNGALOW,2.2 Crore,"Gulshan-e-Maymar, Gadap Town",4,6,120 Sq. Yd.,Added: 4 hours ago
House,120 Yards Bungalow For Sale In Staff Line Phase 8,5.75 Crore,"DHA Phase 8, DHA Defence",4,4,120 Sq. Yd.,Added: 4 hours ago
House,200 Sq Yard Bungalow For Sale Ideal Location,4.2 Crore,"Defence View Phase 2, Defence View Society",6,6,200 Sq. Yd.,Added: 4 hours ago
House,Bungalow 666 Yards For Sale In Dha Phase 6,22 Crore,"DHA Phase 6, DHA Defence",7,7,666 Sq. Yd.,Added: 32 minutes ago
House,Brand New Bungalow 1000 Yards For Sale In Dha Phase 7,40 Crore,"DHA Phase 7, DHA Defence",6,7,"1,000 Sq. Yd.",Added: 32 minutes ago
House,Brand New 350 Yards House Is Available For Sale In Falcon Complex New Malir,8.5 Crore,"Falcon Complex New Malir, Malir",4,4,350 Sq. Yd.,Added: 32 minutes ago
House,Quaid Villas 200sq yd Close to Entrance of BTK 3Bed One Unit Villas FOR SALE,2.2 Crore,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,Added: 32 minutes ago
House,500 Sq Yards Brand New House For Sale,18 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 33 minutes ago
House,Brand New Bungalow 1000 Yards For Sale In Dha Phase 6,45 Crore,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",Added: 33 minutes ago
House,Brand New 1000 Sq Yards House For Sale In DHA Phase 6 Karachi,45 Crore,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",Added: 34 minutes ago
House,240 Square Yards House For sale In MBCHS - Makhdoom Bilawal Society Karachi In Only Rs. 57000000,5.7 Crore,"MBCHS - Makhdoom Bilawal Society, Korangi",,,240 Sq. Yd.,Added: 35 minutes ago
House,,62 Crore,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 3 days ago
House,,24 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 3 days ago
House,,25.5 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 3 days ago
House,,50 Crore,"DHA Phase 7, DHA Defence",10,7,"1,000 Sq. Yd.",Added: 3 days ago
House,,45 Crore,"DHA Phase 7, DHA Defence",5,6,"2,000 Sq. Yd.",Added: 3 days ago
House,,2.85 Crore,"Gulshan-e-Maymar, Gadap Town",6,6,200 Sq. Yd.,Added: 21 hours ago
House,,1.2 Crore,"Scheme 33, Karachi",2,3,120 Sq. Yd.,Added: 22 hours ago
House,,3.25 Crore,"Gulshan-e-Maymar, Gadap Town",6,6,200 Sq. Yd.,Added: 23 hours ago
House,,5 Crore,"Bahria Town - Precinct 4, Bahria Town Karachi",5,5,650 Sq. Yd.,Added: 23 hours ago
House,,1.25 Crore,"Bahria Town - Precinct 10-B, Bahria Town Karachi",3,3,125 Sq. Yd.,Added: 23 hours ago
House,,9 Crore,"DHA Phase 5, DHA Defence",4,4,500 Sq. Yd.,Added: 36 minutes ago
House,,1.1 Crore,"Bahria Town - Precinct 10-B, Bahria Town Karachi",3,3,125 Sq. Yd.,Added: 2 hours ago
House,,2.85 Crore,"Defence View Phase 2, Defence View Society",5,6,120 Sq. Yd.,Added: 5 hours ago
House,,8.25 Crore,"DHA Phase 2 Extension, DHA Defence",5,6,400 Sq. Yd.,Added: 5 hours ago
House,,5.75 Crore,"DHA Phase 1, DHA Defence",2,3,365 Sq. Yd.,Added: 5 hours ago
House,,10.85 Crore,"DHA Phase 8, DHA Defence",8,6,600 Sq. Yd.,Added: 5 hours ago
House,,3.95 Crore,"DHA Phase 7 Extension, DHA Defence",3,3,120 Sq. Yd.,Added: 5 hours ago
House,,5.7 Crore,"MBCHS - Makhdoom Bilawal Society, Korangi",,,240 Sq. Yd.,Added: 35 minutes ago
House,,5.7 Crore,"MBCHS - Makhdoom Bilawal Society, Korangi",,,240 Sq. Yd.,Added: 35 minutes ago
House,,50 Crore,"DHA Phase 6, DHA Defence",6,6,"2,000 Sq. Yd.",Added: 35 minutes ago
House,,4.65 Crore,"North Nazimabad - Block D, North Nazimabad",4,4,300 Sq. Yd.,Added: 37 minutes ago
House,,14.5 Crore,"DHA Phase 4, DHA Defence",5,7,500 Sq. Yd.,Added: 37 minutes ago
House,,18.5 Crore,"Navy Housing Scheme Karsaz, Karachi",5,6,350 Sq. Yd.,Added: 41 minutes ago
House,,20.5 Crore,"Navy Housing Scheme Zamzama, Zamzama",5,5,350 Sq. Yd.,Added: 41 minutes ago
House,,11.5 Crore,"DHA Phase 8, DHA Defence",5,5,300 Sq. Yd.,Added: 41 minutes ago
House,,11.25 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",11,7,280 Sq. Yd.,Added: 3 days ago
House,,9.6 Crore,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,Added: 3 days ago
House,,9.6 Crore,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,Added: 3 days ago
House,,9.8 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 3 days ago
House,,7.83 Crore,"Askari 5 - Sector J, Askari 5",5,5,375 Sq. Yd.,Added: 3 days ago
House,,6.7 Crore,"North Nazimabad - Block I, North Nazimabad",10,,400 Sq. Yd.,Added: 1 day ago
House,,4.95 Crore,"North Nazimabad - Block N, North Nazimabad",6,6,256 Sq. Yd.,Added: 1 day ago
House,,10.5 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",7,6,400 Sq. Yd.,Added: 1 day ago
House,,25 Crore,"Askari 4, Gulistan-e-Jauhar",6,6,500 Sq. Yd.,Added: 1 day ago
House,,2.55 Crore,"Hansa Society, Scheme 33",4,4,120 Sq. Yd.,Added: 1 day ago
House,,2.55 Crore,"Bahria Town - Precinct 6, Bahria Town Karachi",5,5,272 Sq. Yd.,Added: 2 hours ago
House,,32 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",9,6,630 Sq. Yd.,Added: 2 hours ago
House,,7.65 Crore,"DHA Phase 4, DHA Defence",4,4,300 Sq. Yd.,Added: 5 hours ago
House,,10 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 5 hours ago
House,,21 Crore,"DOHS Phase 1, Malir Cantonment",,,550 Sq. Yd.,Added: 5 hours ago
House,,8.5 Crore,"Askari 5 - Sector J, Askari 5",5,5,375 Sq. Yd.,Added: 5 hours ago
House,,9.3 Crore,"Askari 5 - Sector B, Askari 5",6,6,500 Sq. Yd.,Added: 5 hours ago
House,,12.85 Crore,"Navy Housing Scheme Karsaz, Karachi",6,6,350 Sq. Yd.,Added: 42 minutes ago
House,,15.9 Crore,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 43 minutes ago
House,,13.5 Crore,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",5,6,350 Sq. Yd.,Added: 43 minutes ago
House,,9.9 Crore,"Falcon Complex New Malir, Malir",5,6,500 Sq. Yd.,Added: 43 minutes ago
House,,14.75 Crore,"PECHS Block 6, PECHS",6,6,580 Sq. Yd.,Added: 44 minutes ago
House,,1.65 Crore,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,Added: 45 minutes ago
House,,13.5 Crore,"Federal B Area - Block 11, Federal B Area",7,7,600 Sq. Yd.,Added: 48 minutes ago
House,,25 Crore,"DHA Phase 2, DHA Defence",9,7,"1,000 Sq. Yd.",Added: 48 minutes ago
House,,6.4 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 3 days ago
House,,27 Crore,"DHA Phase 6, DHA Defence",9,6,"1,000 Sq. Yd.",Added: 3 days ago
House,,33.99 Crore,"DHA Phase 6, DHA Defence",7,6,"1,000 Sq. Yd.",Added: 3 days ago
House,,9 Crore,"DHA Phase 4, DHA Defence",4,5,300 Sq. Yd.,Added: 4 days ago
House,,11 Crore,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,Added: 5 days ago
House,,2.3 Crore,"Sector 31 - Punjabi Saudagar City Phase 2, Scheme 33 - Sector 31",4,4,120 Sq. Yd.,Added: 1 day ago
House,,2.6 Crore,"Gulzar-e-Hijri, Scheme 33",2,2,120 Sq. Yd.,Added: 1 day ago
House,,1.7 Crore,"Bahria Sports City, Bahria Town Karachi",4,4,350 Sq. Yd.,Added: 1 day ago
House,,3 Crore,"Bahria Town - Precinct 6, Bahria Town Karachi",5,5,272 Sq. Yd.,Added: 1 day ago
House,,14 Crore,"DHA Phase 6, DHA Defence",5,5,500 Sq. Yd.,Added: 1 day ago
House,,35 Crore,"Amir Khusro, Karachi",8,7,"1,000 Sq. Yd.",Added: 5 hours ago
House,,28 Crore,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",Added: 5 hours ago
House,,6.75 Crore,"DOHS Phase 2, Malir Cantonment",4,4,311 Sq. Yd.,Added: 5 hours ago
House,,6.6 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 5 hours ago
House,,6.8 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 5 hours ago
House,,6.5 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 5 hours ago
House,,1.45 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,Added: 5 hours ago
House,,8.5 Crore,"Nazimabad 4 - Block B, Nazimabad 4",6,6,422 Sq. Yd.,Added: 50 minutes ago
House,,3.1 Crore,"Shadman Town - Sector-14/B, Shadman",4,4,120 Sq. Yd.,Added: 51 minutes ago
House,,4.25 Crore,"North Nazimabad - Block J, North Nazimabad",4,4,200 Sq. Yd.,Added: 51 minutes ago
House,,1.72 Crore,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,Added: 52 minutes ago
House,,9.5 Crore,"DHA Phase 7, DHA Defence",5,6,500 Sq. Yd.,Added: 1 hour ago
House,,3.6 Crore,"Bahria Town - Precinct 1, Bahria Town Karachi",5,6,272 Sq. Yd.,Added: 1 hour ago
House,,5.5 Crore,"Bahria Hills, Bahria Town Karachi",5,6,500 Sq. Yd.,Added: 1 hour ago
House,,2.8 Crore,"Bahria Town - Precinct 6, Bahria Town Karachi",5,6,272 Sq. Yd.,Added: 1 hour ago
House,,17.5 Crore,"DHA Phase 6, DHA Defence",6,7,666 Sq. Yd.,Added: 5 days ago
House,,20 Crore,"DHA Phase 8 - Zone B, DHA Phase 8",6,6,500 Sq. Yd.,Added: 5 days ago
House,,45 Crore,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 5 days ago
House,,2.2 Crore,"Saima Luxury Homes, Karachi",3,4,160 Sq. Yd.,Added: 6 days ago
House,,3.9 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",5,6,240 Sq. Yd.,Added: 6 days ago
House,,9 Crore,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",6,6,400 Sq. Yd.,Added: 1 day ago
House,,27.5 Crore,"DHA Phase 6, DHA Defence",5,5,"1,000 Sq. Yd.",Added: 1 day ago
House,,22 Crore,"DHA Defence, Karachi",4,5,500 Sq. Yd.,Added: 1 day ago
House,,12 Crore,"Clifton - Block 9, Clifton",4,5,275 Sq. Yd.,Added: 1 day ago
House,,1.3 Crore,"KDA Employees Society - Korangi, Korangi",,,120 Sq. Yd.,Added: 1 day ago
House,,19 Crore,"DHA Phase 8, DHA Defence",5,6,"1,000 Sq. Yd.",Added: 5 hours ago
House,,32 Crore,"KDA Scheme 1, Karachi",10,5,"1,000 Sq. Yd.",Added: 6 hours ago
House,,16 Crore,"Askari 4, Gulistan-e-Jauhar",5,5,500 Sq. Yd.,Added: 5 hours ago
House,,8.9 Crore,"Askari 5 - Sector G, Askari 5",5,5,500 Sq. Yd.,Added: 5 hours ago
House,,10.25 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 5 hours ago
House,,9.8 Crore,"Askari 5 - Sector B, Askari 5",5,5,500 Sq. Yd.,Added: 5 hours ago
House,,14 Crore,"Gulshan-e-Iqbal - Block 14, Gulshan-e-Iqbal",6,6,500 Sq. Yd.,Added: 5 hours ago
House,,3.6 Crore,"Bahria Town - Precinct 1, Bahria Town Karachi",5,6,272 Sq. Yd.,Added: 1 hour ago
House,,5.5 Crore,"Bahria Hills, Bahria Town Karachi",5,6,500 Sq. Yd.,Added: 1 hour ago
House,,2.8 Crore,"Bahria Town - Precinct 6, Bahria Town Karachi",5,6,272 Sq. Yd.,Added: 1 hour ago
House,,3.2 Crore,"Bahria Town - Precinct 8, Bahria Town Karachi",5,6,272 Sq. Yd.,Added: 1 hour ago
House,,3.5 Crore,"Saadabad Cooperative Housing Society, Scheme 33",5,6,200 Sq. Yd.,Added: 1 hour ago
House,,6.8 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 hour ago
House,,6.75 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 hour ago
House,,6.7 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 hour ago
House,1000 Square Yards House For sale In Beautiful DHA Defence,16.5 Crore,"DHA Defence, Karachi",7,6,"1,000 Sq. Yd.",Added: 6 days ago
House,240 Brand New Super Lagxry House Available For urgently Sale,5.5 Crore,"Scheme 33, Karachi",6,6,240 Sq. Yd.,Added: 6 days ago
House,Your Search Ends Right Here With The Beautiful House In Gulshan-e-Iqbal - Block 7 At Affordable Price Of Pkr Rs. 240000000,24 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",7,6,"1,000 Sq. Yd.",Added: 6 days ago
House,Brand New 240 House Available For urgently Sale at Gulistan e jouhar block 7,6.1 Crore,"Gulistan-e-Jauhar, Karachi",6,6,240 Sq. Yd.,Added: 6 days ago
House,Brand New House Available For urgently Sale Block 8 G jauhar,3.4 Crore,"Gulistan-e-Jauhar - Block 8, Gulistan-e-Jauhar",5,6,125 Sq. Yd.,Added: 6 days ago
House,Get A Prime Location 80 Square Yards House For sale In North Karachi - Sector 5-C/1,1.65 Crore,"North Karachi - Sector 5-C/1, North Karachi - Sector 5-C",4,5,80 Sq. Yd.,Added: 1 day ago
House,Gorgeous 80 Square Yards House For sale Available In North Karachi - Sector 5-C/4,1.65 Crore,"North Karachi - Sector 5-C/4, North Karachi - Sector 5-C",4,4,80 Sq. Yd.,Added: 1 day ago
House,ARCHITECT DESIGN BRAND NEW BUNGALOW FOR SALE,19 Crore,"DHA Phase 8, DHA Defence",7,6,500 Sq. Yd.,Added: 2 days ago
House,240 Sq Yards Corner Beautiful Bungalow,4.4 Crore,"Etawa Society, Scheme 33 - Sector 52-A",6,6,240 Sq. Yd.,Added: 2 days ago
House,Bungalow For Sale On Prime Location,13.5 Crore,"DHA Phase 6, DHA Defence",5,,500 Sq. Yd.,Added: 2 days ago
House,Naya Nazimabad Brand New Park Facing Bungalow Available Block C 120 Sq Yard,3.55 Crore,"Naya Nazimabad - Block C, Naya Nazimabad",4,4,120 Sq. Yd.,Added: 6 hours ago
House,Double Storey 160 Square Yards House For sale In Naya Nazimabad - Block B Karachi,4.15 Crore,"Naya Nazimabad - Block B, Naya Nazimabad",5,5,160 Sq. Yd.,Added: 6 hours ago
House,House # R-6 In Al-Falah Society Block D Extension,2.5 Crore,"Al-Falah Society, Shah Faisal Town",6,6,137 Sq. Yd.,Added: 5 hours ago
House,120 Square Yard Park Facing Next To Corner Ground + One HOUSE For Sale On 30 Feet Wide Road In SAADI TOWN,2.25 Crore,"Saadi Town, Scheme 33",4,6,120 Sq. Yd.,Added: 5 hours ago
House,3Bed DDL 152sq yd Bahria Construction Villa Available FOR SALE at minimum price of the market.,1.25 Crore,"Bahria Town - Precinct 10-B, Bahria Town Karachi",3,3,152 Sq. Yd.,Added: 6 hours ago
House,Prominently-Located Prime Location 1000 Square Yards House Available In DHA Phase 5,15.5 Crore,"DHA Phase 5, DHA Defence",7,6,"1,000 Sq. Yd.",Added: 6 hours ago
House,HOUSE FOR SALE GROUND PLUS ONE,5.5 Crore,"North Nazimabad - Block N, North Nazimabad",6,6,256 Sq. Yd.,Added: 6 hours ago
House,Idyllic House Available In Askari 6 For sale,6.65 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 hour ago
House,This Is Your Chance To Buy House In Askari 6,6.6 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 hour ago
House,Stunning and affordable House available for sale in Askari 6,6.55 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 hour ago
House,"House Of 375 Square Yards Is Available For sale In Askari 6, Karachi",6.5 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 hour ago
House,Spacious 2-Bed Apartment for Sale | Saima Marina Residence | HMR Waterfront | DHA Phase 8 Karachi,4.9 Crore,"HMR Waterfront, DHA Phase 8",2,2,"1,142 Sq. Yd.",Added: 1 hour ago
House,Well Maintained Two Unit Bungalow,26 Crore,"DHA Phase 8, DHA Defence",8,,"1,000 Sq. Yd.",Added: 1 hour ago
House,120 Sq Yard Bungalow Available In Saadi Town Scheme 33 Karachi,1.85 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 2 hours ago
House,240 Sq Yard Bungalow Available In Saadi Town Karachi,3.85 Crore,"Saadi Town, Scheme 33",6,7,240 Sq. Yd.,Added: 2 hours ago
House,House For Sale,5.5 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",4,4,200 Sq. Yd.,Added: 6 days ago
House,120 Sq Yard House Available For Sale In Civic Homes One Unit,2.48 Crore,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",5,6,120 Sq. Yd.,Added: 6 days ago
House,BRAND NEW 500 SQUARE YARDS HOUSE FOR SALE IN DHA PHASE 8,19 Crore,"DHA Phase 8, DHA Defence",5,7,500 Sq. Yd.,Added: 6 days ago
House,End Your Search For House Here And Sale Now,7.6 Crore,"Falcon Complex New Malir, Malir",4,4,350 Sq. Yd.,Added: 6 days ago
House,Beautiful Owner-Built 500 Square Yards Bungalow For Sale In DHA Phase 6,14 Crore,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,Added: 6 days ago
House,"Well-Maintained House in Askari-5, Sector-H for SALE",10.2 Crore,"Askari 5 - Sector H, Askari 5",5,6,427 Sq. Yd.,Added: 2 days ago
House,"3 Bed DD Lounge 125 Square Yard Villa FOR SALE At ALI BLOCK All Amenities Nearby Including MOSQUE, General Store & Parks",1.25 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,Added: 2 days ago
House,272sq Yd Ready To Move Villa In Precinct-1 0.5km From Main Entrance. A-One Construction Standard 5Bed Drawing Dining Lounge,3.15 Crore,"Bahria Town - Precinct 1, Bahria Town Karachi",5,5,272 Sq. Yd.,Added: 2 days ago
House,BRAND NEW HOUSE AVAILABLE FOR SALE,6.6 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 2 days ago
House,Brand New Brg House For Sale Asksri 6,6.5 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 2 days ago
House,Naya Nazimabad Block D Brand New Bungalow available for sale 120 sq yard,3.45 Crore,"Naya Nazimabad - Block D, Naya Nazimabad",4,5,120 Sq. Yd.,Added: 6 hours ago
House,Naya Nazimabad Block A luxury Bungalow available for sale 120 sq yard,3.65 Crore,"Naya Nazimabad - Block A, Naya Nazimabad",4,4,120 Sq. Yd.,Added: 6 hours ago
House,House Is Available For Sale Near To Hydri Market G 1st And 2nd,9 Crore,"North Nazimabad - Block H, North Nazimabad",10,7,233 Sq. Yd.,Added: 6 hours ago
House,"Cozy Corner Home: Ground Plus 2 House For Sale - 240 Sq Yards, Sector 11A - Limited Time Offer!",4 Crore,"North Karachi - Sector 11A, North Karachi",9,6,240 Sq. Yd.,Added: 6 hours ago
House,"West Open House For Sale 80 Square Yard Ground + 1 Floor In Sector 5C-2, North Karachi - Prime Location",1.4 Crore,"North Karachi - Sector 5-C/2, North Karachi - Sector 5-C",4,4,80 Sq. Yd.,Added: 6 hours ago
House,80 Square Yard Newly Constructed House For Sale,1.1 Crore,"North Town Residency, Surjani Town",4,4,80 Sq. Yd.,Added: 6 hours ago
House,80 Sq Yard Double Story Brand New House For Sale,1.48 Crore,"North Karachi, Karachi",4,3,80 Sq. Yd.,Added: 6 hours ago
House,120 Sq Yd Bungalow Available In Saadi Garden & Saadi Town Scheme 33 Karachi,1.85 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 2 hours ago
House,240 Square Yard Bungalow Available In Saadi Town Scheme 33 Karachi,2.75 Crore,"Saadi Town, Scheme 33",4,5,240 Sq. Yd.,Added: 2 hours ago
House,120 Square Yards Double Storey Bungalows Available In Saadi Town Scheme 33 Karachi,1.85 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 2 hours ago
House,120 Square Yards Double Story Bungalows Available In Saadi Town & Saadi Garden,1.85 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 2 hours ago
House,120 Square Yard Bungalow Available In Saadi Town & Saadi Garden Scheme 33 Karachi For Sale,1.85 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 2 hours ago
House,120 Sq Yard Bungalow Available In Saadi Town Scheme 33 Karachi,1.9 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 2 hours ago
House,120 Square Yard Bungalow Available In Saadi Town Scheme 33 Karachi,1.85 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 2 hours ago
House,Phase 6 500 Yard Brand New Bungalow For Sale,22 Crore,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,Added: 2 hours ago
House,Luxurious 500 Sq. Yard Bungalow For Sale In DHA Phase 8,22 Crore,"DHA Phase 8, DHA Defence",6,7,500 Sq. Yd.,Added: 6 days ago
House,BLOCK A 120 SQUARE YARDS BUNGALOW FOR SALE,3.6 Crore,"Naya Nazimabad, Karachi",4,4,120 Sq. Yd.,Added: 1 week ago
House,"1000 Sq Yds Prime Location House with Old Construction DHA Phase 5, Khayaban-e-Momin",28 Crore,"DHA Phase 5, DHA Defence",4,5,"1,000 Sq. Yd.",Added: 1 week ago
House,"Brand New 500 Yards Bungalow DHA Phase 5, Khy-e-Tanzeem",23 Crore,"DHA Phase 6, DHA Defence",5,5,500 Sq. Yd.,Added: 1 week ago
House,"Brand New 500 Sq. Yards Luxury House DHA Phase 8, Karachi",19.9 Crore,"DHA Phase 8, DHA Defence",5,6,500 Sq. Yd.,Added: 1 week ago
